city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,18.1,2,2025-12-06T05:08:14.032630,simulated
Galle,6.0535,80.221,31.6,1,2025-12-06T05:08:14.032630,simulated
Kandy,7.2906,80.6337,35.0,1,2025-12-06T05:08:14.032630,simulated
Jaffna,9.6615,80.0255,38.3,1,2025-12-06T05:08:14.032630,simulated
Negombo,7.2083,79.8358,30.5,1,2025-12-06T05:08:14.032630,simulated
Anuradhapura,8.3114,80.4037,27.4,0,2025-12-06T05:08:14.032630,simulated
Kurunegala,7.4863,80.3647,22.0,2,2025-12-06T05:08:14.032630,simulated
Ratnapura,6.6828,80.3992,32.2,0,2025-12-06T05:08:14.032630,simulated
Matara,5.9549,80.555,40.1,0,2025-12-06T05:08:14.032630,simulated
Badulla,6.9934,81.055,24.8,0,2025-12-06T05:08:14.032630,simulated
