city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,58.0,0,2025-12-08T03:39:43.677979,simulated
Galle,6.0535,80.221,68.4,4,2025-12-08T03:39:43.677979,simulated
Kandy,7.2906,80.6337,55.7,5,2025-12-08T03:39:43.677979,simulated
Jaffna,9.6615,80.0255,59.3,5,2025-12-08T03:39:43.677979,simulated
Negombo,7.2083,79.8358,55.0,1,2025-12-08T03:39:43.677979,simulated
Anuradhapura,8.3114,80.4037,37.1,2,2025-12-08T03:39:43.677979,simulated
Kurunegala,7.4863,80.3647,41.2,2,2025-12-08T03:39:43.677979,simulated
Ratnapura,6.6828,80.3992,53.3,0,2025-12-08T03:39:43.677979,simulated
Matara,5.9549,80.555,39.6,1,2025-12-08T03:39:43.677979,simulated
Badulla,6.9934,81.055,61.2,3,2025-12-08T03:39:43.677979,simulated
