city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,56.8,3,2025-12-08T03:56:45.144243,simulated
Galle,6.0535,80.221,56.0,3,2025-12-08T03:56:45.144243,simulated
Kandy,7.2906,80.6337,62.2,5,2025-12-08T03:56:45.144243,simulated
Jaffna,9.6615,80.0255,35.8,0,2025-12-08T03:56:45.144243,simulated
Negombo,7.2083,79.8358,63.0,3,2025-12-08T03:56:45.144243,simulated
Anuradhapura,8.3114,80.4037,46.3,4,2025-12-08T03:56:45.144243,simulated
Kurunegala,7.4863,80.3647,61.6,0,2025-12-08T03:56:45.144243,simulated
Ratnapura,6.6828,80.3992,38.9,0,2025-12-08T03:56:45.144243,simulated
Matara,5.9549,80.555,70.6,0,2025-12-08T03:56:45.144243,simulated
Badulla,6.9934,81.055,66.4,1,2025-12-08T03:56:45.144243,simulated
