city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,66.8,3,2025-12-08T04:13:03.819747,simulated
Galle,6.0535,80.221,56.4,3,2025-12-08T04:13:03.819747,simulated
Kandy,7.2906,80.6337,58.4,2,2025-12-08T04:13:03.819747,simulated
Jaffna,9.6615,80.0255,65.2,0,2025-12-08T04:13:03.819747,simulated
Negombo,7.2083,79.8358,43.5,5,2025-12-08T04:13:03.819747,simulated
Anuradhapura,8.3114,80.4037,61.5,1,2025-12-08T04:13:03.819747,simulated
Kurunegala,7.4863,80.3647,37.0,1,2025-12-08T04:13:03.819747,simulated
Ratnapura,6.6828,80.3992,54.6,3,2025-12-08T04:13:03.819747,simulated
Matara,5.9549,80.555,41.5,1,2025-12-08T04:13:03.819747,simulated
Badulla,6.9934,81.055,34.2,2,2025-12-08T04:13:03.819747,simulated
