city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,14.3,1,2025-12-06T05:54:51.363163,simulated
Galle,6.0535,80.221,38.4,2,2025-12-06T05:54:51.363163,simulated
Kandy,7.2906,80.6337,15.8,0,2025-12-06T05:54:51.363163,simulated
Jaffna,9.6615,80.0255,19.6,1,2025-12-06T05:54:51.363163,simulated
Negombo,7.2083,79.8358,10.1,0,2025-12-06T05:54:51.363163,simulated
Anuradhapura,8.3114,80.4037,38.5,0,2025-12-06T05:54:51.363163,simulated
Kurunegala,7.4863,80.3647,9.3,1,2025-12-06T05:54:51.363163,simulated
Ratnapura,6.6828,80.3992,38.7,0,2025-12-06T05:54:51.363163,simulated
Matara,5.9549,80.555,25.7,2,2025-12-06T05:54:51.363163,simulated
Badulla,6.9934,81.055,23.9,1,2025-12-06T05:54:51.363163,simulated
